Идентификатор,Код станции,Код первого транзитного пункта,Расстояние до первого транзитного пункта (км),Код второго транзитного пункта,Расстояние до второго транзитного пункта (км),Код третьего транзитного пункта,Расстояние до третьего транзитного пункта (км),Код четвертого узловой станции,Расстояние до четвертого транзитного пункта (км),Тип коррекции,Дата начала действия,Время обновления
1382,708278,708009,166,708507,152,700505,669,677309,681,U,03.08.2021,03.08.2021 09:59
1383,708282,708009,192,708507,126,700505,695,677309,707,U,19.11.2024,18.11.2024 13:59
1384,708302,708009,263,708507,55,700505,766,677309,778,U,03.08.2021,03.08.2021 10:03
1385,708329,708009,285,708507,33,700505,788,677309,800,U,03.08.2021,03.08.2021 10:04
1386,708403,708009,310,708507,8,700505,813,677309,825,U,03.08.2021,03.08.2021 10:10
1387,710102,708009,310,708507,8,700505,813,677309,825,U,03.08.2021,03.08.2021 10:11
1388,710403,708009,310,708507,8,700505,813,677309,825,U,03.08.2021,03.08.2021 10:12
1389,694906,694605,57,696102,139,709302,468,709406,473,U,25.07.2019,21.08.2019 13:48
1390,695006,694605,25,696102,107,709302,436,709406,441,U,25.07.2019,26.08.2019 09:32
1391,695010,694605,38,696102,120,709302,449,709406,454,U,25.07.2019,28.08.2019 06:54
1392,695108,694605,12,696102,120,709302,449,709406,454,U,25.07.2019,19.08.2019 12:03
1393,695203,694605,66,696102,148,709302,477,709406,482,U,25.07.2019,28.08.2019 13:09
1394,695307,694605,41,696102,91,709302,420,709406,425,U,25.07.2019,22.08.2019 15:22
1395,695400,694605,57,696102,75,709302,404,709406,409,U,21.06.2024,20.06.2024 10:38
1396,695504,694605,88,696102,44,709302,373,709406,378,U,25.07.2019,28.08.2019 06:25
1397,695519,694605,105,696102,27,709302,356,709406,361,U,25.07.2019,27.08.2019 08:45
1398,695608,694605,206,696102,122,709302,255,709406,260,U,19.03.2021,19.03.2021 08:47
1399,695701,694605,126,696102,42,709302,335,709406,340,U,19.03.2021,19.03.2021 08:41
1400,695792,694605,110,696102,26,709302,351,709406,356,U,19.03.2021,19.03.2021 08:40
1401,695805,694605,137,696102,53,709302,324,709406,329,U,19.03.2021,19.03.2021 08:42
1402,695812,694605,167,696102,83,709302,294,709406,299,U,19.03.2021,19.03.2021 08:43
1403,695839,694605,249,696102,165,709302,212,709406,217,U,19.03.2021,19.03.2021 08:48
1404,695843,694605,292,696102,208,709302,169,709406,174,U,19.03.2021,19.03.2021 09:07
1405,696009,694605,118,696102,14,709302,363,709406,368,U,14.08.2024,13.08.2024 15:13
1406,709317,694605,445,696102,361,709302,16,709406,21,U,19.03.2021,19.03.2021 09:19
1407,709340,694605,421,696102,337,709302,40,709406,45,U,19.03.2021,19.03.2021 09:17
1408,709603,694605,378,696102,294,709302,83,709406,88,U,19.03.2021,19.03.2021 09:15
1409,709707,694605,323,696102,239,709302,138,709406,143,U,19.03.2021,19.03.2021 09:13
1410,709800,694605,388,696102,304,709302,73,709406,78,U,19.03.2021,19.03.2021 09:16
1411,709618,694605,459,696102,375,709302,2,709406,7,U,19.03.2021,19.03.2021 09:20
1412,709622,694605,462,696102,378,709302,4,709406,4,U,08.09.2021,08.09.2021 12:52
1413,709637,694605,406,696102,322,709302,55,709406,60,U,19.03.2021,19.03.2021 09:17
1414,696032,694605,128,696102,4,709302,373,709406,378,U,19.03.2021,19.03.2021 09:26
1415,696028,694605,126,696102,6,709302,371,709406,376,U,19.03.2021,19.03.2021 09:25
1416,696013,694605,109,696102,23,709302,354,709406,359,U,19.03.2021,19.03.2021 09:22
1417,708691,694605,350,696102,266,709302,111,709406,116,U,19.03.2021,19.03.2021 09:14
